Num,S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
190,44,Comed Chemicals Pvt Ltd,Belar (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,3.96,0.4
191,45,Casca Remedies Pvt Ltd.,Ascort (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,4,0.4
192,46,Healing Touch Pharmaceuticals,Hiclor (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,4,0.4
193,47,South India Research Institute Pvt Ltd,Histacort B (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,4,0.4
194,48,Overseas Health Care Pvt. Ltd.,Betacort (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,4,0.4
195,49,Pharma Synth Formulations Ltd.,Betaphos (0.5 mg),Tablet    ,1 Tablet,Betamethasone Sodium Phosphate-0.5 mg,10 Tablet,4,0.4
196,50,Franklin Laboratories (P) Ltd.,Betachlor (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,4,0.4
197,51,Lark Laboratories (India) Ltd.,Betlar S (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,4,0.4
198,52,Suzikem Drugs Pvt. Ltd.,Betastamine (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,4,0.4
199,53,Lark Laboratories (India) Ltd.,Betalar (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,100 Tablet,40.35,0.4
200,54,Bestochem Formulations (India) Ltd.,Betawin S (0.5 mg),Tablet    ,1 Tablet,Betamethasone Sodium-0.5 mg,10 Tablet,4.05,0.41
201,55,Eden Healthcare,Densol (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,250 Tablet,102,0.41
202,56,Elikem Pharmaceuticals Pvt. Ltd.,Aller B (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,4.3,0.43
203,57,Unimarck Pharma (India) Limited,Betamine (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,4.5,0.45
204,58,Kim Laboratories Pvt Ltd.,Alerkim (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,20 Tablet,9,0.45
205,59,Alicon Pharmaceuticals Pvt. Ltd.,Betacon (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,4.5,0.45
206,60,Pfizer Limited (Pharmacia India Pvt Ltd),Betacortril (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,4.64,0.46
207,61,Active Healthcare,Acticard (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,4.9,0.49
208,62,East African (I) Remedies Pvt Ltd,Betariv (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,4.9,0.49
209,63,Synokem Pharmaceuticals Ltd,Syncort (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,4.95,0.5
210,64,Talent Laboratories,Sterodin B (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,200 Tablet,100,0.5
211,65,Acron Pharmaceuticals,A Cort (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,5,0.5
212,66,Mefro Pharmaceuticals Pvt Ltd,Beta (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,6,0.6
213,67,Vishnu Natural Herbs (P) Ltd,D Cort (0.5 mg),Tablet    ,1 Tablet,Dexamethasone-0.5 mg,300 Tablet,180,0.6
214,68,Aan Pharma Pvt Ltd,Steroin (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,6,0.6
215,69,Perk Pharmaceuticals Ltd.,Solubin (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,6.2,0.62
216,70,Rhombus Pharma Private Limited,Zobet (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,100 Tablet,62,0.62
217,71,Medicot Plus,Karbet (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,30 Tablet,21,0.7
218,72,Micro Labs Ltd,Cortil (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,7.09,0.71
219,73,Pramukh Swami Pharma Ltd.,Betasole (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,10 Tablet,8,0.8
220,74,Agron Remedies Pvt Ltd (Agrogem),Betaron (0.5 mg),Tablet    ,1 Tablet,Betamethasone-0.5 mg,100 Tablet,312,3.12
221,75,Lupin Laboratories Ltd.,Solubet (Eye) (10 ml),Drop    ,1 ml,Betamethasone-0.5 mg,10 ml,4.99,0.5
222,76,Zydus Alidac (Zydus Cadila Healthcare Ltd),Dexona Drops (Eye),Drop    ,1 ml,Dexamethasone-0.5 mg,10 ml,6.92,0.69
223,77,Glaxo Smithkline Pharmaceuticals Ltd.,Betnesol (E/E) (15 ml),Drop    ,1 ml,Betamethasone-0.5 mg,15 ml,11,0.73
224,78,Eden Healthcare,Densol Oral (10 ml),Drop    ,1 ml,Betamethasone-0.5 mg,10 ml,9,0.9
225,79,Acron Pharmaceuticals,Dexacron Oral (Eye),Drop    ,1 ml,Dexamethasone-0.5 mg,10 ml,10,1
226,80,Fulford (India) Ltd.,Celestone (10 ml),Drop    ,1 ml,Betamethasone-0.5 mg,10 ml,15.72,1.57
227,81,Lark Laboratories (India) Ltd.,Betalar (15 ml),Drop    ,5 ml,Betamethasone-0.5 mg,15 ml,10.3,3.43
228,82,Densa Pharmaceuticals Pvt.Ltd.,Becort (15 ml),Drop    ,15 ml,Betamethasone-0.5 mg,15 ml,8.34,8.34
229,83,Glaxo Smithkline Pharmaceuticals Ltd.,Betnelan (15 ml),Drop    ,15 ml,Betamethasone-0.5 mg,15 ml,10,10
230,84,Ind-Swift Limited,Stemin (15 ml),Drop    ,15 ml,Betamethasone-0.5 mg,15 ml,10.28,10.28
231,85,Ceza Formulations Pvt.Ltd,Betalon (15 ml),Drop    ,15 ml,Betamethasone-0.5 mg,15 ml,15.2,15.2
232,86,Rax Health Care Pvt. Ltd.,Betarax Inj (0.5 mg),Injection    ,1 ml,Betamethasone-0.5 mg,1 ml,4.73,4.73
233,1,Piramal Healthcare,Vitamin C (200 mg),Tablet    ,1 Tablet,Ascorbic Acid-200 mg,10 Tablet,12.45,1.25
234,1,Glaxo Smithkline Pharmaceuticals Ltd.,Viteolin (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,30 Capsule,21.47,0.72
235,2,Cadila Pharmaceuticals Ltd.,Vitamin E (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,10,1
236,3,Generic (Cadila Pharmaceuticals Ltd.),EEE (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,10.04,1
237,4,Sandoz Pvt.Ltd,Veglo (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,10.2,1.02
238,5,Glenmark Pharmaceuticals Ltd.,E Cap (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,10.24,1.02
239,6,Abbott India Ltd.,Evit SG (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,30 Capsule,32.03,1.07
240,7,Abbott Healthcare Pvt Ltd (AHPL),Ephynal (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,10.69,1.07
241,8,Merck (India) Ltd (Merck Ltd),Evion (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,10.95,1.1
242,9,Cipla Limited,Evitam SG (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,11.08,1.11
243,10,USV Limited.,E Toplex (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,11.76,1.18
244,11,Torrent Pharmaceuticals Ltd.,Tocofer (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,11.77,1.18
245,12,Alidac Genetics & Pharmaceuticals,Vit E (200 mg),Capsule    ,1 Capsule,Tocopheryl Acetate-200 mg,10 Capsule,12.47,1.25
246,13,USV-Corvette (US Vitamins Ltd),Etoplex (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,12.47,1.25
247,14,Gujarat Liqui Pharmacaps Pvt. Ltd.,E Care (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,15,1.5
248,15,USV-Corvette (US Vitamins Ltd),Covita (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,31.4,3.14
249,16,Elnova Pharma,Novee (200 mg),Capsule    ,1 Capsule,Vit E-200 mg,10 Capsule,40,4
250,1,Gracure Pharmaceuticals Ltd.,Ascorbic Acid (100 mg) (Gracure Pharma),Tablet    ,1 Tablet,Ascorbic Acid-100 mg,10 Tablet,1.69,0.17
251,2,Glaxo Smithkline Pharmaceuticals Ltd.,Celin (100 mg),Tablet    ,1 Tablet,Vit C-100 mg,1000 Tablet,169.16,0.17
252,3,Abbott Healthcare Pvt Ltd (AHPL),Cell C (100 mg),Tablet    ,1 Tablet,Vit C-100 mg,10 Tablet,1.71,0.17
253,4,Acichem Laboratories,Vitamin C (100 mg),Tablet    ,1 Tablet,Vit C-100 mg,1000 Tablet,350,0.35
254,5,Modern Laboratories,Ascorbic Acid (100 mg),Tablet    ,1 Tablet,Ascorbic Acid-100 mg,10 Tablet,4,0.4
255,6,Sunways India Pvt. Ltd.,Ascorbin (30 ml),Drop    ,1 ml,Vit C-100 mg,30 ml,3.25,0.11
256,7,Pfizer Limited (Pharmacia India Pvt Ltd),Cecon (30 ml),Drop    ,1 ml,Ascorbic Acid-100 mg,30 ml,12.52,0.42
257,8,Abbott India Ltd.,Cecon (15 ml),Drop    ,1 ml,Vit C-100 mg,15 ml,12.73,0.85
258,9,Stanmark Pharmaceuticals,Pedivit C (15 ml),Drop    ,1 ml,Ascorbic Acid-100 mg,15 ml,22,1.47
259,10,SPM Drugs Pvt. Ltd.,Malano (500 mg),Injection    ,1 ml,Ascorbic Acid-100 mg,5 ml,2.65,0.53
260,11,Shalina Laboratories Ltd,Cevite (500 mg),Injection    ,1 ml,Ascorbic Acid-100 mg,5 ml,5,1
261,12,Tablets (India) Limited,Tildoxon (500 mg),Injection    ,1 ml,Ascorbic Acid-100 mg,5 ml,6.4,1.28
262,1,Acichem Laboratories,Vitamin C (50 mg),Tablet    ,1 Tablet,Vit C-50 mg,1000 Tablet,175,0.18
263,1,Merind Ltd (Wockhardt Ltd),Deca Forte (1 mg),Tablet    ,1 Tablet,Dexamethasone-1 mg,10 Tablet,3.95,0.4
264,2,Pfizer Limited (Pharmacia India Pvt Ltd),Betacortril Forte (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,4.72,0.47
265,3,Glaxo Smithkline Pharmaceuticals Ltd.,Betnecip FC (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,5.1,0.51
266,4,Glaxo Smithkline Pharmaceuticals Ltd.,Betnelan FC (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,5.1,0.51
267,5,Ind-Swift Limited,Stemin Forte (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,5.1,0.51
268,6,Medopharm,Betsone DS (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,5.14,0.51
269,7,Lupin Laboratories Ltd.,Solubet (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,6.12,0.61
270,8,Glaxo Smithkline Pharmaceuticals Ltd.,Betnesol Forte (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,20 Tablet,13.3,0.67
271,9,Comed Chemicals Pvt Ltd,Belar Forte (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,6.75,0.68
272,10,Micro Labs Ltd,Cortil FC (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,6.97,0.7
273,11,Rax Health Care Pvt. Ltd.,Betarax (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,7.2,0.72
274,12,Casca Remedies Pvt Ltd.,Ascort-Forte (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,7.8,0.78
275,13,Glaxo Smithkline Pharmaceuticals Ltd.,Betnesol FC (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,7.88,0.79
276,14,Mefro Pharmaceuticals Pvt Ltd,Betaforte (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,8,0.8
277,15,Franklin Laboratories (P) Ltd.,Betachlor Forte (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,8,0.8
278,16,Unimarck Pharma (India) Limited,Betamine Forte (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,8.6,0.86
279,17,Kim Laboratories Pvt Ltd.,Alerkim Forte (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,8.67,0.87
280,18,Synokem Pharmaceuticals Ltd,Syncort forte (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,8.95,0.9
281,19,Dial Pharmaceuticals Pvt. Ltd.,Betasone Forte (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,9,0.9
282,20,Mefro Pharmaceuticals Pvt Ltd,Beta (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg ,10 Tablet,11.9,1.19
283,21,Rhombus Pharma Private Limited,Zobet Forte (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,100 Tablet,129,1.29
284,22,Pramukh Swami Pharma Ltd.,Betasole Fort (1 mg),Tablet    ,1 Tablet,Betamethasone-1 mg,10 Tablet,14,1.4
285,1,Shreya Life Sciences Pvt. Ltd,Riboflavin (10 mg),Tablet    ,1 Tablet,Riboflavin-10 mg,10 Tablet,1.63,0.16
286,2,Shreya Life Sciences Pvt. Ltd,Riboflavine (10 mg),Tablet    ,1 Tablet,Vit B2-10 mg,10 Tablet,2.97,0.3
287,1,Intas Laboratories Pvt Ltd,Betni Tab (4 mg),Tablet    ,1 Tablet,Betamethasone-4 mg,10 Tablet,3.48,0.35
288,2,Unicure (India) Pvt.Ltd.,Triamcinolone (4 mg),Tablet    ,1 Tablet,Triamcinolone-4 mg,10 Tablet,3.75,0.38
289,3,Zee Laboratories Ltd,Pree M (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,4.9,0.49
290,4,Venus Remedies,Mega Pred (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,11.4,1.14
291,5,J.B. Chemicals & Pharmaceuticals Ltd.,Dispred DT (4 mg),Tablet    ,1 Tablet,Prednisolone-4 mg,10 Tablet,11.86,1.19
292,6,Arvincare,Avpred (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,120 Tablet,142.32,1.19
293,7,Mankind Pharmaceuticals Pvt. Ltd.,Nucort M (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,12.19,1.22
294,8,Gratia (Micro Labs Ltd),Predace (4 mg),Tablet    ,1 Tablet,Prednisolone-4 mg,10 Tablet,12.55,1.26
295,9,Piramal Healthcare,Nicort (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,12.99,1.3
296,10,Themis Medicare Ltd.,Pericort (4 mg),Tablet    ,1 Tablet,Triamcinolone-4 mg,10 Tablet,19.19,1.92
297,11,Cadila Healthcare (Zydus Cadila Healthcare Ltd),Tricort (4 mg),Tablet    ,1 Tablet,Triamcinolone-4 mg,10 Tablet,21,2.1
298,12,Merind Ltd (Wockhardt Ltd),Decdak (4 mg),Tablet    ,1 Tablet,Dexamethasone-4 mg,10 Tablet,21.8,2.18
299,13,GMD Pharmaceuticals,Trilone (4 mg),Tablet    ,1 Tablet,Triamcinolone-4 mg,10 Tablet,23,2.3
300,14,Sun Pharmaceutical Industries Ltd.,Zempred (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,27.5,2.75
301,15,Sun Pharmaceutical Industries Ltd.,Predmet (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,27.5,2.75
302,16,Sun Pharmaceutical Industries Ltd.,Ivepred (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,29.5,2.95
303,17,Trumac Healthcare,Medicort (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,30,3
304,18,Globela Pharma Pvt. Ltd.,Dexacee,Tablet    ,1 Tablet,Dexamethasone-4 mg ,10 Tablet,30,3
305,19,N.B. Healthcare,Prelonb (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,30.7,3.07
306,20,Rasco Life Sciences,Mypred (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,31,3.1
307,21,Orion Biotech Pvt. Ltd.,Predon M (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,31,3.1
308,22,Aronex Life Sciences Pvt. Ltd.,Lumi M (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,31.1,3.11
309,23,Saviour Speciality,Hysone (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,32,3.2
310,24,Meridian Medicare Ltd.,Mericort (4 mg),Tablet    ,1 Tablet,Triamcinolone-4 mg,10 Tablet,32,3.2
311,25,Human Life Sciences,Solulife (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,33,3.3
312,26,Venus Remedies,Solu Cort (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,33.65,3.37
313,27,BMW Pharmaco India Pvt Ltd,Nayapred (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,100 Tablet,337,3.37
314,28,Lupin Laboratories Ltd.,Sterio (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,34.4,3.44
315,29,Zenon Healthcare,Zencort M (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,34.5,3.45
316,30,Thurs Pharmaceuticals,Betmet (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,35,3.5
317,31,Neiss Labs Pvt.Ltd.,Nispred (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,36,3.6
318,32,Grampus Laboratories,GMP (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,37,3.7
319,33,Multicure (Laborate Pharmaceuticals India Ltd.),Labsolon (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,37.5,3.75
320,34,Psychotropics India Limited,Melsone (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,37.5,3.75
321,35,Ultra Chiron Pharma Pvt Ltd,Ultrapred (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,37.8,3.78
322,36,Quadriga Biotech Pvt Ltd,Rigapred (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,37.8,3.78
323,37,Quixotic Pharma (P) Ltd.,Qupred (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,37.8,3.78
324,38,Magnet Labs Pvt Ltd (Mankind Pharmaceuticals Pvt. Ltd),Cambisol (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,38,3.8
325,39,Meridian Medicare Ltd.,Meripred (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,38,3.8
326,40,Magnet Labs Pvt Ltd (Mankind Pharmaceuticals Pvt. Ltd),Cortinet M (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,38,3.8
327,41,Gnosis Pharmaceuticals (P) Ltd,Prednosis (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,39,3.9
328,42,CE-Biotec (P) Ltd.,SScort (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg ,10 Tablet,39,3.9
329,43,Shalman Pharmaceuticals Pvt. Ltd.,Meplon (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,39,3.9
330,44,Lancer Pharmaceuticals (P) Ltd.,Elpred M (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,39.5,3.95
331,45,Critical Care (Cipla Ltd),Melpred (4 mg),Tablet    ,1 Tablet,Prednisolone-4 mg,10 Tablet,39.52,3.95
332,46,Abbott Healthcare Pvt Ltd (AHPL),Kenacort (4 mg),Tablet    ,1 Tablet,Triamcinolone-4 mg,10 Tablet,39.8,3.98
333,47,Oyster Labs Limited,Ocart MP (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,39.8,3.98
334,48,Salvia Labs Pvt Ltd,Mepred (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,39.9,3.99
335,49,Octavius Pharma,Metroz (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg ,10 Tablet,40,4
336,50,Coastal (Symbiosis Pharmaceuticals Pvt Ltd),Methisa 4,Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,40,4
337,51,Auztus Laboratories Pvt. Ltd.,Metcort (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,40,4
338,52,Samarth Pharma Pvt. Ltd.,Dexane (4 mg),Tablet    ,1 Tablet,Dexamethasone-4 mg,10 Tablet,40,4
339,53,Molekule (India) Pvt. Ltd.,Premisol (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,40,4
340,54,Jasco Lab (P) Ltd.,Jascort (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,40,4
341,55,Wyeth Ltd.,Ledercort (4 mg),Tablet    ,1 Tablet,Triamcinolone-4 mg,10 Tablet,40.97,4.1
342,56,Pharmacia & Upjohn (India) Pvt Ltd,Medrol (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,41,4.1
343,57,Apotex Lifesciences,Premeth (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,41,4.1
344,58,Aeroforce (German Remedies),Depotex (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,41,4.1
345,59,East West Pharma,Cartipred (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,41,4.1
346,60,Uniroyal Biotech,Prelone (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,41,4.1
347,61,Samarth Pharma Pvt. Ltd.,Mypred (4 mg) (Samarth Pharma),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,41.5,4.15
348,62,Intas Pharmaceuticals Ltd.,Mepresso T (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,41.8,4.18
349,63,Alna Biotech,Edicord (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,43,4.3
350,64,Ferring Pharmaceuticals,Acto Pred (4 mg),Tablet    ,1 Tablet,Prednisolone-4 mg,10 Tablet,44,4.4
351,65,Biosciences-Pharmakon,Lupus (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,44,4.4
352,66,Biosciences-Pharmakon,Biolone (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,100 Tablet,440,4.4
353,67,Safetech Formulation,Sterid (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,44,4.4
354,68,Elcure Pharmaceuticals,Elopred (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,45,4.5
355,69,Lactonova India,Novacart (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,100 Tablet,450,4.5
356,70,Lactonova India,Novacort (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,45,4.5
357,71,Arlak Biotech Pvt Ltd,Sym (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,45,4.5
358,72,Total Healthcare,M Pred (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,45,4.5
359,73,Amble Biotech Pvt Ltd,Ambsone,Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,45,4.5
360,74,Nitro Organics,Mepred (4 mg) (Nitro Organics),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,45,4.5
361,75,Arlak Biotech Pvt Ltd,STM (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,45,4.5
362,76,Esma Formulations,Meprosol (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,45,4.5
363,77,Talent Healthcare,M Proud (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,46,4.6
364,78,Zenlabs India,Mep (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,46,4.6
365,79,Kavya Healthcare,Metsol (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,46,4.6
366,80,Altar Life Sciences (Altar Healthcare),Tropy (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,46,4.6
367,81,Zodley Pharmaceuticals Pvt Ltd,Zopride (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,46,4.6
368,82,Manserve Pharma,Solar (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,48,4.8
369,83,Elfin Drugs Pvt. Ltd. (Elfin Pharma Pvt Ltd),Mslone (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,48,4.8
370,84,Blubell Pharma,Solme (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,48,4.8
371,85,Arika Healthcare,Aricort M (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,49,4.9
372,86,Welbe Life Sciences,Welone (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,49,4.9
373,87,Globus Remedies Ltd,Predus (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,49,4.9
374,88,Genetic Pharma,Gemdrol (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,49,4.9
375,89,Innovative Pharmaceuticals,Predzest (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg ,10 Tablet,49.5,4.95
376,90,GLS Pharmaceuticals Pvt Ltd,Decmax (4 mg),Tablet    ,1 Tablet,Dexamethasone-4 mg ,10 Tablet,50,5
377,91,Paragon Pharmaceuticals,Deesolone (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,50,5
378,92,Sarian Healthcare,Aripride (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg ,10 Tablet,50,5
379,93,Canbro Healthcare,Meday (4 mg),Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,56,5.6
380,94,Exmed Healthcare,Expred 4,Tablet    ,1 Tablet,Methylprednisolone-4 mg,10 Tablet,57.6,5.76
381,95,Aegis Pharmaceuticals,Metpro (4 mg),Tablet    ,1 Tablet,Methyl Prednisolone-4 mg,10 Tablet,80,8
